uuid|id|name|uuid_shop|
d14c8f7f-bd04-11e9-90f2-7085c281e0ea|ЦБ-000009|Ремонт (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
e59efeb1-bd04-11e9-90f2-7085c281e0ea|ЦБ-000010|Казань Брак (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
fbc11b6b-bd04-11e9-90f2-7085c281e0ea|ЦБ-000011|Казань Временный Интернет магазин (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
5bdeddc9-bd05-11e9-90f2-7085c281e0ea|ЦБ-000012|Зал продаж (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
68696aba-bd05-11e9-90f2-7085c281e0ea|ЦБ-000013|Склад (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
6f626f2f-bd06-11e9-90f2-7085c281e0ea|ЦБ-000019|Зал продаж (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
79fe36b3-bd06-11e9-90f2-7085c281e0ea|ЦБ-000020|Склад (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
94f64dfa-bd06-11e9-90f2-7085c281e0ea|ЦБ-000022|Сезонное хранение (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
a37c4104-bd06-11e9-90f2-7085c281e0ea|ЦБ-000023|Сезонное хранение (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
be0f8f56-bd06-11e9-90f2-7085c281e0ea|ЦБ-000025|Киргизия (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
cf2a12ab-bd06-11e9-90f2-7085c281e0ea|ЦБ-000026|ЦС Китай|052c460c-d55f-11e9-90fb-7085c281e0ea|
efdfe9cb-bd06-11e9-90f2-7085c281e0ea|ЦБ-000028|Москва (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
843674d9-bd07-11e9-90f2-7085c281e0ea|ЦБ-000031|ЦС Брак|052c460c-d55f-11e9-90fb-7085c281e0ea|
8ec76a59-bd07-11e9-90f2-7085c281e0ea|ЦБ-000032|ЦС Ремонт|052c460c-d55f-11e9-90fb-7085c281e0ea|
9b3e6dcc-bd07-11e9-90f2-7085c281e0ea|ЦБ-000033|Зал (Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
b19cd9a4-bd07-11e9-90f2-7085c281e0ea|ЦБ-000035|Мск Контент склад (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
d6998fea-bd07-11e9-90f2-7085c281e0ea|ЦБ-000038|Мск на фотосессии (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
ee561937-bd07-11e9-90f2-7085c281e0ea|ЦБ-000040|Мск ритейл городской (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
f9463ca0-bd07-11e9-90f2-7085c281e0ea|ЦБ-000041|Мск Сезонное хранение(Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
0302f356-bd08-11e9-90f2-7085c281e0ea|ЦБ-000042|Мск склад Новослободская|547b8208-c5c0-11e9-90f7-7085c281e0ea|
0dfe6e69-bd08-11e9-90f2-7085c281e0ea|ЦБ-000043|Центральный склад|052c460c-d55f-11e9-90fb-7085c281e0ea|
1a51a1d2-bd08-11e9-90f2-7085c281e0ea|ЦБ-000044|Мск Беговая|052c460c-d55f-11e9-90fb-7085c281e0ea|
6dd136c8-bd08-11e9-90f2-7085c281e0ea|ЦБ-000051|списание|052c460c-d55f-11e9-90fb-7085c281e0ea|
685f5133-bd09-11e9-90f2-7085c281e0ea|ЦБ-000057|Транзит Киргизия - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
7451419e-bd09-11e9-90f2-7085c281e0ea|ЦБ-000058|Транзит Китай-Москва (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
949fbb84-bd09-11e9-90f2-7085c281e0ea|ЦБ-000061|Уценка (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
9eb6a9f9-bd09-11e9-90f2-7085c281e0ea|ЦБ-000062|фотосессия|052c460c-d55f-11e9-90fb-7085c281e0ea|
8164fe85-dec4-11e9-90fc-7085c281e0ea|ЦБ-000076|Склад списания|052c460c-d55f-11e9-90fb-7085c281e0ea|
dfbc9bdd-f00a-11e9-9101-7085c281e0ea|ЦБ-000078|Ремонт (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
a94e1486-f01c-11e9-9101-7085c281e0ea|ЦБ-000079|Брак (Москва, Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
c8052154-f01c-11e9-9101-7085c281e0ea|ЦБ-000080|Сезон Хранение (Москва, Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
e216768a-f01c-11e9-9101-7085c281e0ea|ЦБ-000081|Ремонт (Москва, Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
440aeec0-f4c9-11e9-9102-7085c281e0ea|ЦБ-000082|Москва - Ритейл - Новослободская|052c460c-d55f-11e9-90fb-7085c281e0ea|
21092226-f8b7-11e9-9102-7085c281e0ea|ЦБ-000083|Транзит Казань - Москва (Новый)|052c460c-d55f-11e9-90fb-7085c281e0ea|
5b391ddf-14e0-11ea-9103-7085c281e0ea|ЦБ-000084|Склад (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
fd6abd14-14e3-11ea-9103-7085c281e0ea|ЦБ-000086|Склад Ташпулатова|fd6abd13-14e3-11ea-9103-7085c281e0ea|
29b67f7d-14e4-11ea-9103-7085c281e0ea|ЦБ-000087|Самовывоз Новослободская|fd6abd13-14e3-11ea-9103-7085c281e0ea|
978993f1-57f9-11ea-9105-7085c281e0ea|ЦБ-000090|Транзит ЦС - Долгоруковская, 40|547b8208-c5c0-11e9-90f7-7085c281e0ea|
a4f0ec8d-57f9-11ea-9105-7085c281e0ea|ЦБ-000091|Транзит Новослободская - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
794eb16e-5d14-11ea-9105-7085c281e0ea|ЦБ-000092|Зал продаж - обувь (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
e807ff0c-5de5-11ea-9105-7085c281e0ea|ЦБ-000093|Зал продаж - обувь (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
0897c44a-69fe-11ea-9106-7085c281e0ea|ЦБ-000103|Зал продаж (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
c91b2f86-6cb5-11ea-9106-7085c281e0ea|ЦБ-000104|Доставка с примеркой|5b391dde-14e0-11ea-9103-7085c281e0ea|
ddd66d84-6cb5-11ea-9106-7085c281e0ea|ЦБ-000105|Возврат доставки с примеркой|5b391dde-14e0-11ea-9103-7085c281e0ea|
95d55a9d-9105-11ea-9107-7085c281e0ea|ЦБ-000106|Брак (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
5832b018-9110-11ea-9107-7085c281e0ea|ЦБ-000107|Стирка (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
8aed0b3a-9110-11ea-9107-7085c281e0ea|ЦБ-000108|Ремонт (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
048d5895-95c6-11ea-9107-7085c281e0ea|ЦБ-000109|Склад Лето Сезон Хран(Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
12214b1c-95c6-11ea-9107-7085c281e0ea|ЦБ-000110|Склад Лето Сезон Хран(Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
63e5e899-bf6e-11ea-9107-7085c281e0ea|ЦБ-000111|Транзит Москва - ИМ|5b391dde-14e0-11ea-9103-7085c281e0ea|
31b111e8-c049-11ea-9107-7085c281e0ea|ЦБ-000112|Транзит ИМ - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
2dbb10d8-c28e-11ea-9107-7085c281e0ea|ЦБ-000113|Стирка (Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
f35be325-cbf4-11ea-9109-7085c281e0ea|ЦБ-000114|Стирка (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
1767951f-cbf5-11ea-9109-7085c281e0ea|ЦБ-000115|Стирка (У подрядчика)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
3761320f-cbf5-11ea-9109-7085c281e0ea|ЦБ-000116|Стирка (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
626f24b1-d710-11ea-9109-7085c281e0ea|ЦБ-000117|Фотосессия2|052c460c-d55f-11e9-90fb-7085c281e0ea|
0419ada4-e2c5-11ea-910d-7085c281e0ea|ЦБ-000118|Склад (wildberries)|0419ada3-e2c5-11ea-910d-7085c281e0ea|
d1e5af9b-f657-11ea-910d-7085c281e0ea|ЦБ-000120|Склад Sale (центральный склад)|052c460c-d55f-11e9-90fb-7085c281e0ea|
4e6d5c54-fcd0-11ea-910d-7085c281e0ea|ЦБ-000121|Склад "Единички" (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
57088913-2295-11eb-910f-7085c281e0ea|ЦБ-000122|Товары для Киевской|052c460c-d55f-11e9-90fb-7085c281e0ea|
82be1062-22a4-11eb-910f-7085c281e0ea|ЦБ-000123|Склад (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
82be1063-22a4-11eb-910f-7085c281e0ea|ЦБ-000124|Зал продаж (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
452de788-2b39-11eb-910f-7085c281e0ea|ЦБ-000125|Товары для Фурштатская|052c460c-d55f-11e9-90fb-7085c281e0ea|
b7659813-2cce-11eb-910f-7085c281e0ea|ЦБ-000126|Склад "Единички" (Москва, Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
ee408b4c-2cce-11eb-910f-7085c281e0ea|ЦБ-000127|Склад "Единички" (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
0059a93a-3139-11eb-9110-7085c281e0ea|ЦБ-000131|Транзит ЦС - Большая Дорогомиловская, 8|82be1061-22a4-11eb-910f-7085c281e0ea|
22580369-3139-11eb-9110-7085c281e0ea|ЦБ-000132|Ремонт (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
325a7686-3139-11eb-9110-7085c281e0ea|ЦБ-000133|Стирка (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
3d615d03-3139-11eb-9110-7085c281e0ea|ЦБ-000134|Брак (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
4a097fb7-3139-11eb-9110-7085c281e0ea|ЦБ-000135|Склад "Единички" (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
9251523b-3139-11eb-9110-7085c281e0ea|ЦБ-000136|Транзит Дорогомиловская - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
86c40265-3890-11eb-9110-7085c281e0ea|ЦБ-000137|Транзит Долгоруковская - Б.Дорогомиловская|82be1061-22a4-11eb-910f-7085c281e0ea|
a311011a-3890-11eb-9110-7085c281e0ea|ЦБ-000138|Транзит Б.Дорогомиловская - Долгоруковская|547b8208-c5c0-11e9-90f7-7085c281e0ea|
3e8d0135-3f8a-11eb-9110-7085c281e0ea|ЦБ-000140|Подсорт "Wildberries"|052c460c-d55f-11e9-90fb-7085c281e0ea|
aeeee09c-4136-11eb-9110-7085c281e0ea|ЦБ-000141|Новая Коллекция (Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
bfca982e-4136-11eb-9110-7085c281e0ea|ЦБ-000142|Новая Коллекция (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
d1bafe2c-4136-11eb-9110-7085c281e0ea|ЦБ-000143|Новая Коллекция (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
e1c10fad-4136-11eb-9110-7085c281e0ea|ЦБ-000144|Новая Коллекция (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
68f5dbe8-5519-11eb-9111-7085c281e0ea|ЦБ-000145|Склад (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
68f5dbe9-5519-11eb-9111-7085c281e0ea|ЦБ-000146|Зал продаж (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
be4ab747-6177-11eb-9111-7085c281e0ea|ЦБ-000150|Транзит Москва - Питер (Спб, распред.)|be4ab746-6177-11eb-9111-7085c281e0ea|
0cb16a35-6178-11eb-9111-7085c281e0ea|ЦБ-000151|Склад (Спб, распред.)|be4ab746-6177-11eb-9111-7085c281e0ea|
75b1221a-6178-11eb-9111-7085c281e0ea|ЦБ-000152|Транзит Питер - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
a1170eb4-6178-11eb-9111-7085c281e0ea|ЦБ-000153|Склад "Единички" (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
b29e88b9-6178-11eb-9111-7085c281e0ea|ЦБ-000154|Склад Новая Коллекция (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
373f1081-6179-11eb-9111-7085c281e0ea|ЦБ-000155|Ремонт (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
62f1fb0f-6179-11eb-9111-7085c281e0ea|ЦБ-000156|Стирка (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
692f567f-6179-11eb-9111-7085c281e0ea|ЦБ-000157|Брак (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
7e4b34ff-653c-11eb-9111-7085c281e0ea|ЦБ-000158|Склад Sale (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
31f8cf04-7c0c-11eb-9111-7085c281e0ea|ЦБ-000159|Сезон Хранение (Спб, распред.)|be4ab746-6177-11eb-9111-7085c281e0ea|
fdd3b7b8-80dd-11eb-9111-7085c281e0ea|ЦБ-000160|Транзит Питер - Казань|513386ae-b62c-11e6-7a31-d0fd004a3a26|
112ece68-80de-11eb-9111-7085c281e0ea|ЦБ-000161|Транзит Казань - Питер|be4ab746-6177-11eb-9111-7085c281e0ea|
9a4d4d96-96e8-11eb-9112-7085c281e0ea|ЦБ-000162|Склад поступлений (ИП Козлов)|052c460c-d55f-11e9-90fb-7085c281e0ea|
2032d433-a123-11eb-9112-7085c281e0ea|ЦБ-000163|ЦС Киргизия|052c460c-d55f-11e9-90fb-7085c281e0ea|
3e94cb3d-a368-11eb-9112-7085c281e0ea|ЦБ-000164|Склад поступлений (ИП Шестаков)|052c460c-d55f-11e9-90fb-7085c281e0ea|
8096bbcf-c1f7-11eb-9112-7085c281e0ea|ЦБ-000165|Склад Бухгалтерия|052c460c-d55f-11e9-90fb-7085c281e0ea|
04785bff-c465-11eb-9112-7085c281e0ea|ЦБ-000166|Транзит Брак Москва - Казань|513386ae-b62c-11e6-7a31-d0fd004a3a26|
662e965c-ea23-11eb-9112-7085c281e0ea|ЦБ-000167|Склад "Нижний" (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
99639b6b-1f8e-11ec-9118-7085c281e0ea|ЦБ-000170|Товары для Таганской|052c460c-d55f-11e9-90fb-7085c281e0ea|
e81b1ad3-282b-11ec-9118-7085c281e0ea|ЦБ-000171|ЦС Новый товар (не распределенный)|052c460c-d55f-11e9-90fb-7085c281e0ea|
a17c5fde-2ceb-11ec-9118-7085c281e0ea|ЦБ-000172|ЦС Консервы|052c460c-d55f-11e9-90fb-7085c281e0ea|
b61238d1-3571-11ec-9118-7085c281e0ea|ЦБ-000173|Склад "Недостачи" (Большая Дорогомиловская, 8)|82be1061-22a4-11eb-910f-7085c281e0ea|
512d1f77-38a4-11ec-9118-7085c281e0ea|ЦБ-000174|ПВЗ (Спб, Фурштатская, 42)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
2210c82a-4c48-11ec-911a-7085c281e0ea|ЦБ-000175|Склад (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
2210c82b-4c48-11ec-911a-7085c281e0ea|ЦБ-000176|Зал продаж (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
9af61f59-4c48-11ec-911a-7085c281e0ea|ЦБ-000178|Транзит ЦС - Товарищеский, 1|2210c829-4c48-11ec-911a-7085c281e0ea|
aee1ee2f-4c48-11ec-911a-7085c281e0ea|ЦБ-000179|Склад "Единички" (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
5f5a4cd2-4c4c-11ec-911a-7085c281e0ea|ЦБ-000180|Ремонт (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
66ffbb31-4c4c-11ec-911a-7085c281e0ea|ЦБ-000181|Стирка (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
72cee66f-4c4c-11ec-911a-7085c281e0ea|ЦБ-000182|Брак (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
7fbf1f90-4c4c-11ec-911a-7085c281e0ea|ЦБ-000183|Склад "Недостачи" (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
8b3d3aaa-4c4c-11ec-911a-7085c281e0ea|ЦБ-000184|Новая коллекция (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
608ecf01-4c6e-11ec-911a-7085c281e0ea|ЦБ-000185|Транзит Товарищеский - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
785fb79b-582c-11ec-911a-7085c281e0ea|ЦБ-000186|Склад "Недостачи" (СпБ, Фурштатская)|68f5dbe7-5519-11eb-9111-7085c281e0ea|
954bb234-582c-11ec-911a-7085c281e0ea|ЦБ-000187|Склад "Недостачи" (Москва, Долгоруковская, 40)|547b8208-c5c0-11e9-90f7-7085c281e0ea|
b464b0ee-582c-11ec-911a-7085c281e0ea|ЦБ-000188|Склад "Недостачи" (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
cacaa8f8-582c-11ec-911a-7085c281e0ea|ЦБ-000189|Склад "Недостачи" (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
6bbc6667-7880-11ec-911e-7085c281e0ea|ЦБ-000190|Транзит Товарищеский - Б.Дорогомиловская|82be1061-22a4-11eb-910f-7085c281e0ea|
8b63cf9c-7880-11ec-911e-7085c281e0ea|ЦБ-000191|Транзит Товарищеский - Долгоруковская|547b8208-c5c0-11e9-90f7-7085c281e0ea|
92628100-7880-11ec-911e-7085c281e0ea|ЦБ-000192|Транзит Б.Дорогомиловская - Товарищеский|2210c829-4c48-11ec-911a-7085c281e0ea|
9d1131f4-7880-11ec-911e-7085c281e0ea|ЦБ-000193|Транзит Долгоруковская - Товарищеский|2210c829-4c48-11ec-911a-7085c281e0ea|
23ccdafc-85c7-11ec-912c-7085c281e0ea|ЦБ-000195|Склад Недостачи (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
18a4af05-a379-11ec-912f-7085c281e0ea|ЦБ-000196|Зал продаж - Уценка (Казань, Декабристов, 8)|96a1b993-c08a-11e7-7a69-971100038e88|
3a30f64d-a379-11ec-912f-7085c281e0ea|ЦБ-000197|Зал продаж - Уценка (Казань, Проспект Победы, 33)|513386ae-b62c-11e6-7a31-d0fd004a3a26|
ae9d7d56-a9e5-11ec-9132-7085c281e0ea|ЦБ-000198|Отложенные товары (Москва, Товарищеский, 1)|2210c829-4c48-11ec-911a-7085c281e0ea|
5d0b2013-aa95-11ec-9132-7085c281e0ea|ЦБ-000199|Склад поступлений (ИП Яковлев)|052c460c-d55f-11e9-90fb-7085c281e0ea|
832a734b-bf04-11ec-9133-7085c281e0ea|ЦБ-000200|ЦС Образцы|052c460c-d55f-11e9-90fb-7085c281e0ea|
0719d2ec-d5ff-11ec-9134-7085c281e0ea|ЦБ-000201|Сборка "Wildberries"|052c460c-d55f-11e9-90fb-7085c281e0ea|
28cb92f3-dcff-11ec-9134-7085c281e0ea|ЦБ-000202|FBS Wildberries|0419ada3-e2c5-11ea-910d-7085c281e0ea|
7b563238-dcff-11ec-9134-7085c281e0ea|ЦБ-000203|FBS Продажи Wildberries|0419ada3-e2c5-11ea-910d-7085c281e0ea|
4374e5b3-f300-11ec-9136-7085c281e0ea|ЦБ-000204|Транзит Москва - FBS Wildberries|0419ada3-e2c5-11ea-910d-7085c281e0ea|
7c6cd96a-06b9-11ed-913a-7085c281e0ea|ЦБ-000207|FBS Товар без карточек|0419ada3-e2c5-11ea-910d-7085c281e0ea|
5dcced09-0f40-11ed-913a-7085c281e0ea|ЦБ-000209|Склад товаров блогеров|052c460c-d55f-11e9-90fb-7085c281e0ea|
dd59626d-16e6-11ed-913a-7085c281e0ea|ЦБ-000210|Склад Блоггеров|dd59626c-16e6-11ed-913a-7085c281e0ea|
ec2e806c-4bc3-11ed-913f-7085c281e0ea|ЦБ-000212|Транзит ЦС - Казань, Проспект Победы, 33|513386ae-b62c-11e6-7a31-d0fd004a3a26|
26fa593f-4ef4-11ed-913f-7085c281e0ea|ЦБ-000213|Склад (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
26fa5940-4ef4-11ed-913f-7085c281e0ea|ЦБ-000214|Выставочный зал NEW (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
77444abe-4ef4-11ed-913f-7085c281e0ea|ЦБ-000215|Зал продаж (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
d308e007-55d4-11ed-913f-7085c281e0ea|ЦБ-000217|Склад Службы клиентского сервиса|d308e006-55d4-11ed-913f-7085c281e0ea|
805d2fe5-5b46-11ed-913f-7085c281e0ea|ЦБ-000218|Недостача FBS|0419ada3-e2c5-11ea-910d-7085c281e0ea|
65521341-5b77-11ed-913f-7085c281e0ea|ЦБ-000219|Товары для Павелецкой|052c460c-d55f-11e9-90fb-7085c281e0ea|
685c8149-65d3-11ed-913f-7085c281e0ea|ЦБ-000220|FBS Брак|0419ada3-e2c5-11ea-910d-7085c281e0ea|
2123573f-6687-11ed-913f-7085c281e0ea|ЦБ-000221|Недостачи (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
203e7555-6688-11ed-913f-7085c281e0ea|ЦБ-000222|Операционный склад NEW (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
213a9f5e-6a30-11ed-913f-7085c281e0ea|ЦБ-000223|Транзит ЦС - Новокузнецкая, 39|26fa593e-4ef4-11ed-913f-7085c281e0ea|
2efb49d2-6a30-11ed-913f-7085c281e0ea|ЦБ-000224|Транзит Павелецкая - Москва|052c460c-d55f-11e9-90fb-7085c281e0ea|
27bb8e3d-6a43-11ed-913f-7085c281e0ea|ЦБ-000225|Стирка (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
32c6c787-6a43-11ed-913f-7085c281e0ea|ЦБ-000226|Брак (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
3920731a-6a43-11ed-913f-7085c281e0ea|ЦБ-000227|Ремонт (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
b396668b-6b42-11ed-913f-7085c281e0ea|ЦБ-000228|Транзит Дорогомиловская - Павелецкая|26fa593e-4ef4-11ed-913f-7085c281e0ea|
55b83ff5-6b43-11ed-913f-7085c281e0ea|ЦБ-000229|Транзит Новослободская - Павелецкая|26fa593e-4ef4-11ed-913f-7085c281e0ea|
66cd3a7a-6b43-11ed-913f-7085c281e0ea|ЦБ-000230|Транзит Таганская - Павелецкая|26fa593e-4ef4-11ed-913f-7085c281e0ea|
80cb9361-6b43-11ed-913f-7085c281e0ea|ЦБ-000231|Транзит Павелецкая - Дорогомиловская|82be1061-22a4-11eb-910f-7085c281e0ea|
a10059cb-6b43-11ed-913f-7085c281e0ea|ЦБ-000232|Транзит Павелецкая - Новослободская|547b8208-c5c0-11e9-90f7-7085c281e0ea|
df1a0666-6b43-11ed-913f-7085c281e0ea|ЦБ-000233|Транзит Павелецкая - Таганская|2210c829-4c48-11ec-911a-7085c281e0ea|
38e05554-6b45-11ed-913f-7085c281e0ea|ЦБ-000234|Склад Новая коллекция (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
857cfcf2-6fcd-11ed-913f-7085c281e0ea|ЦБ-000235|FBS Списание|0419ada3-e2c5-11ea-910d-7085c281e0ea|
d512e796-7228-11ed-913f-7085c281e0ea|ЦБ-000236|Новая коллекция (Интернет магазин)|5b391dde-14e0-11ea-9103-7085c281e0ea|
94141f91-7a1b-11ed-9140-7085c281e0ea|ЦБ-000237|Склад "Единички" (Москва, Новокузнецкая, 39)|26fa593e-4ef4-11ed-913f-7085c281e0ea|
883847ce-7ad0-11ed-9140-7085c281e0ea|ЦБ-000238|Перешив (Цех)|052c460c-d55f-11e9-90fb-7085c281e0ea|
32c9f999-97f4-11ed-9142-7085c281e0ea|ЦБ-000239|Транзит Проспект - Декабристов|96a1b993-c08a-11e7-7a69-971100038e88|
434b3fb5-97f4-11ed-9142-7085c281e0ea|ЦБ-000240|Транзит Декабристов - Проспект|513386ae-b62c-11e6-7a31-d0fd004a3a26|
51cea093-a712-11ed-9143-7085c281e0ea|ЦБ-000241|Стирка ЭМ|513386ae-b62c-11e6-7a31-d0fd004a3a26|
62a1936a-a712-11ed-9143-7085c281e0ea|ЦБ-000242|Разбор Брака ( Казань, Проспект Победы, 33 )|513386ae-b62c-11e6-7a31-d0fd004a3a26|
